Type,Datetime,Maxpower,Minpower,power_variance
大工业用电,2019-03-26,124295.6682,95146.9044,29148.7638
大工业用电,2019-03-27,130056.7992,103581.8184,26474.98079999999
大工业用电,2019-03-28,134397.8178,102823.2336,31574.584199999983
大工业用电,2019-03-29,143142.1248,105450.633,37691.49179999999
大工业用电,2019-03-30,130326.4998,107181.1542,23145.3456
大工业用电,2019-03-31,125339.4384,96819.5064,28519.932
大工业用电,2019-04-01,140624.7558,112591.7148,28033.041000000012
大工业用电,2019-04-02,138973.797,110305.5774,28668.219599999997
大工业用电,2019-04-03,140180.9172,109311.7506,30869.166599999997
大工业用电,2019-04-04,131939.0496,92050.8288,39888.220799999996
大工业用电,2019-04-05,107922.9402,57506.3724,50416.5678
大工业用电,2019-04-06,105240.7842,65793.7254,39447.0588
大工业用电,2019-04-07,123497.1912,95876.2116,27620.979600000006
大工业用电,2019-04-08,142263.7932,109855.1196,32408.67359999998
大工业用电,2019-04-09,143186.1756,109275.192,33910.98359999999
大工业用电,2019-04-10,146660.7108,114215.7624,32444.948399999994
大工业用电,2019-04-11,136882.9536,104716.8288,32166.124800000005
大工业用电,2019-04-12,134253.5268,105442.3176,28811.209199999998
大工业用电,2019-04-13,137762.2992,107815.0026,29947.2966
大工业用电,2019-04-14,134319.8616,102873.6432,31446.218399999998
大工业用电,2019-04-15,129946.233,104568.4524,25377.7806
大工业用电,2019-04-16,134479.0614,104293.4022,30185.65920000001
大工业用电,2019-04-17,129758.544,106809.9972,22948.546799999996
大工业用电,2019-04-18,128323.9128,102690.6384,25633.27440000001
大工业用电,2019-04-19,129004.8588,104968.2918,24036.566999999995
大工业用电,2019-04-20,130021.4136,103851.0204,26170.393200000006
大工业用电,2019-04-21,124377.1158,95431.392,28945.723799999992
大工业用电,2019-04-22,146709.6726,106313.7306,40395.941999999995
大工业用电,2019-04-23,148031.69400000002,116694.6294,31337.064600000012
大工业用电,2019-04-24,148863.5724,114307.6428,34555.9296
大工业用电,2019-04-25,148364.3184,115547.763,32816.55539999998
大工业用电,2019-04-26,141903.2406,113324.2686,28578.971999999994
大工业用电,2019-04-27,137936.0946,106272.6828,31663.411800000016
大工业用电,2019-04-28,135736.2732,101373.5502,34362.723
大工业用电,2019-04-29,135882.2526,103197.1482,32685.10440000001
大工业用电,2019-04-30,126337.2186,97323.8964,29013.322199999995
大工业用电,2019-05-01,110709.2436,47146.4676,63562.776
大工业用电,2019-05-02,80901.0486,52875.0186,28026.02999999999
大工业用电,2019-05-03,108790.4286,73346.0658,35444.3628
大工业用电,2019-05-04,120066.8916,91618.4964,28448.3952
大工业用电,2019-05-05,120646.827,98101.0494,22545.7776
大工业用电,2019-05-06,132131.928,104240.7606,27891.16740000002
大工业用电,2019-05-07,131731.9266,99372.8544,32359.07220000001
大工业用电,2019-05-08,131545.11,106037.8326,25507.27739999999
大工业用电,2019-05-09,134805.99,106759.2678,28046.72219999999
大工业用电,2019-05-10,130120.5306,104193.8442,25926.68639999999
大工业用电,2019-05-11,126833.949,100474.8876,26359.06139999999
大工业用电,2019-05-12,123637.1814,92308.3236,31328.857799999998
大工业用电,2019-05-13,141451.6578,108916.5,32535.157799999986
大工业用电,2019-05-14,137817.426,108795.3462,29022.079800000007
大工业用电,2019-05-15,138566.4558,107697.7218,30868.733999999997
大工业用电,2019-05-16,135951.1548,105956.1138,29995.040999999983
大工业用电,2019-05-17,141613.5708,107147.3664,34466.20439999999
大工业用电,2019-05-18,133473.4842,103370.6724,30102.81180000001
大工业用电,2019-05-19,124058.2812,97149.2832,26908.997999999992
大工业用电,2019-05-20,135250.3608,101118.3576,34132.00319999999
大工业用电,2019-05-21,141596.5914,108516.9006,33079.69080000001
大工业用电,2019-05-22,136047.5034,105945.2712,30102.232199999984
大工业用电,2019-05-23,133083.6066,104266.5486,28817.058000000005
大工业用电,2019-05-24,136262.1306,106699.8996,29562.231
大工业用电,2019-05-25,134391.15,105461.5716,28929.5784
大工业用电,2019-05-26,122551.3122,90529.6872,32021.625
大工业用电,2019-05-27,134882.2686,104139.6816,30742.587000000014
大工业用电,2019-05-28,133755.5424,99835.296,33920.2464
大工业用电,2019-05-29,128917.974,104229.7638,24688.2102
大工业用电,2019-05-30,129848.5458,99803.6004,30044.94540000001
大工业用电,2019-05-31,127650.1296,96811.8486,30838.281000000003
大工业用电,2019-06-01,120154.434,96440.9526,23713.48139999999
大工业用电,2019-06-02,118313.004,91741.1232,26571.8808
大工业用电,2019-06-03,133750.914,103205.8482,30545.065799999997
大工业用电,2019-06-04,138806.7354,105472.3782,33334.3572
大工业用电,2019-06-05,142735.8276,99916.7298,42819.09779999999
大工业用电,2019-06-06,130332.3972,96464.5794,33867.817800000004
大工业用电,2019-06-07,114016.8078,53907.9846,60108.82319999999
大工业用电,2019-06-08,101529.063,1283.472,100245.591
大工业用电,2019-06-09,117999.288,1818.696,116180.592
大工业用电,2019-06-10,133365.241,501.228,132864.013
大工业用电,2019-06-11,142559.2464,927.84,141631.4064
大工业用电,2019-06-12,132392.0832,98541.4746,33850.60859999999
大工业用电,2019-06-13,141910.0872,85664.5122,56245.57500000001
大工业用电,2019-06-14,125628.1674,18526.2492,107101.91820000001
大工业用电,2019-06-15,2433.882,2.82,2431.062
大工业用电,2019-06-16,90357.6504,2.82,90354.83039999999
大工业用电,2019-06-17,133505.8578,33574.0608,99931.79699999999
大工业用电,2019-06-18,135419.4144,95344.3494,40075.065
大工业用电,2019-06-19,132829.7682,82100.145,50729.62319999999
大工业用电,2019-06-20,142114.5768,101955.6798,40158.89700000001
大工业用电,2019-06-21,138804.0864,104240.7888,34563.297600000005
大工业用电,2019-06-22,132029.7996,97619.037,34410.7626
大工业用电,2019-06-23,124185.7056,71319.174,52866.5316
大工业用电,2019-06-24,132512.1114,76879.3176,55632.7938
大工业用电,2019-06-25,126716.5296,80875.5192,45841.0104
大工业用电,2019-06-26,116773.8594,80134.7076,36639.15180000001
大工业用电,2019-06-27,126110.7708,84507.3582,41603.412599999996
大工业用电,2019-06-28,126010.2186,89051.4198,36958.79879999999
大工业用电,2019-06-29,121016.3292,87547.0284,33469.3008
大工业用电,2019-06-30,116409.0714,82886.2524,33522.819
大工业用电,2019-07-01,128677.7118,98878.0116,29799.700200000007
大工业用电,2019-07-02,135806.7798,98761.5222,37045.25759999998
大工业用电,2019-07-03,138405.2238,102240.4068,36164.81700000001
大工业用电,2019-07-04,141753.9792,102880.5702,38873.409
大工业用电,2019-07-05,138814.4694,106263.1176,32551.351800000004
大工业用电,2019-07-06,138907.749,292.452,138615.29700000002
大工业用电,2019-07-07,131224.0488,96630.0312,34594.01759999999
大工业用电,2019-07-08,145433.1876,106374.2538,39058.9338
大工业用电,2019-07-09,141784.1274,107192.463,34591.664399999994
大工业用电,2019-07-10,140044.7442,104719.3356,35325.40859999998
大工业用电,2019-07-11,135196.2198,34360.8342,100835.3856
大工业用电,2019-07-12,138374.75400000002,100937.4066,37437.34740000001
大工业用电,2019-07-13,131545.8936,101170.1988,30375.694800000012
大工业用电,2019-07-14,128013.381,93039.7464,34973.63459999999
大工业用电,2019-07-15,139914.3402,106793.2026,33121.1376
大工业用电,2019-07-16,133768.8402,101287.9008,32480.939400000003
大工业用电,2019-07-17,139402.566,108336.9414,31065.624599999996
大工业用电,2019-07-18,141806.3028,105978.3174,35827.985400000005
大工业用电,2019-07-19,137793.516,39765.672,98027.84400000001
大工业用电,2019-07-20,131283.0198,2771.718,128511.30180000002
大工业用电,2019-07-21,125250.6816,430.56,124820.1216
大工业用电,2019-07-22,140553.846,8948.261999999999,131605.584
大工业用电,2019-07-23,139481.814,103378.341,36103.47300000001
大工业用电,2019-07-24,138387.0774,108190.5258,30196.551600000006
大工业用电,2019-07-25,143828.9874,103207.1712,40621.816200000016
大工业用电,2019-07-26,136263.519,102097.4106,34166.1084
大工业用电,2019-07-27,135317.4882,102668.3016,32649.186599999986
大工业用电,2019-07-28,124151.8386,95866.6548,28285.1838
大工业用电,2019-07-29,136578.8334,840.63,135738.2034
大工业用电,2019-07-30,137935.446,106145.0994,31790.34659999999
大工业用电,2019-07-31,133450.9476,102755.1744,30695.77320000001
大工业用电,2019-08-01,124440.861,99967.6866,24473.174400000004
大工业用电,2019-08-02,128891.352,105240.2118,23651.140199999994
大工业用电,2019-08-03,135959.1402,104180.7642,31778.37599999999
大工业用电,2019-08-04,126590.109,94465.6242,32124.48479999999
大工业用电,2019-08-05,142170.3558,108287.5836,33882.77219999999
大工业用电,2019-08-06,136744.92,107286.1878,29458.732200000013
大工业用电,2019-08-07,145080.9756,111968.2908,33112.6848
大工业用电,2019-08-08,139691.9814,111525.735,28166.24639999999
大工业用电,2019-08-09,142389.7548,111697.5594,30692.195399999997
大工业用电,2019-08-10,141970.9194,106191.7968,35779.12260000002
大工业用电,2019-08-11,127302.816,89159.538,38143.278000000006
大工业用电,2019-08-12,138430.7082,103946.1726,34484.53559999999
大工业用电,2019-08-13,139509.8376,105443.4624,34066.375199999995
大工业用电,2019-08-14,142163.3406,105063.831,37099.50959999999
大工业用电,2019-08-15,138823.14,104066.7438,34756.39620000002
大工业用电,2019-08-16,137081.0544,102428.1486,34652.90579999999
大工业用电,2019-08-17,133515.6042,101262.699,32252.90520000001
大工业用电,2019-08-18,123181.4418,93827.001,29354.440799999997
大工业用电,2019-08-19,138404.2956,105022.5942,33381.701400000005
大工业用电,2019-08-20,140097.549,106274.0442,33823.504799999995
大工业用电,2019-08-21,138801.09,105729.7752,33071.31479999999
大工业用电,2019-08-22,141532.725,105126.4122,36406.3128
大工业用电,2019-08-23,141959.2488,106154.3802,35804.8686
大工业用电,2019-08-24,133769.529,100095.7362,33673.79280000001
大工业用电,2019-08-25,118841.2452,89400.3492,29440.896000000008
大工业用电,2019-08-26,134598.5358,102273.7092,32324.826600000015
大工业用电,2019-08-27,139665.1902,106710.8196,32954.37060000001
大工业用电,2019-08-28,141173.1606,107157.5352,34015.625400000004
大工业用电,2019-08-29,143022.1518,107173.6464,35848.505399999995
大工业用电,2019-08-30,137361.0973,104783.145,32577.95229999999
大工业用电,2019-08-31,128536.9092,96985.3878,31551.521399999998
大工业用电,2019-09-01,115260.3366,88919.6304,26340.7062
大工业用电,2019-09-02,134190.0834,101245.935,32944.148400000005
大工业用电,2019-09-03,134815.8318,105975.7158,28840.11600000001
大工业用电,2019-09-04,137454.5472,106164.8022,31289.744999999995
大工业用电,2019-09-05,138554.0412,106283.6688,32270.372400000007
大工业用电,2019-09-06,139425.5742,107830.671,31594.9032
大工业用电,2019-09-07,136867.9656,103502.4918,33365.47379999999
大工业用电,2019-09-08,123669.933,97728.3252,25941.607799999998
大工业用电,2019-09-09,143512.8846,111570.6828,31942.201799999995
大工业用电,2019-09-10,143975.8092,110594.4282,33381.380999999994
大工业用电,2019-09-11,144935.3532,111011.0844,33924.268800000005
大工业用电,2019-09-12,130518.309,91191.8034,39326.50559999999
大工业用电,2019-09-13,101425.545,50203.3512,51222.1938
大工业用电,2019-09-14,95938.9584,54266.7366,41672.22180000001
大工业用电,2019-09-15,120949.3284,85672.9152,35276.413199999995
大工业用电,2019-09-16,137756.04,105029.6094,32726.430600000007
大工业用电,2019-09-17,133859.0556,103817.9202,30041.1354
大工业用电,2019-09-18,137840.4288,105915.162,31925.266799999998
大工业用电,2019-09-19,134073.0336,106669.653,27403.38059999999
大工业用电,2019-09-20,135355.6998,106198.4022,29157.297600000005
大工业用电,2019-09-21,132663.8934,106555.314,26108.579400000002
大工业用电,2019-09-22,122566.2444,99966.6102,22599.6342
大工业用电,2019-09-23,137352.2196,105548.7264,31803.49320000001
大工业用电,2019-09-24,138557.721,107308.7628,31248.958199999994
大工业用电,2019-09-25,137511.0366,106390.3044,31120.7322
大工业用电,2019-09-26,135745.3998,105414.4212,30330.978600000017
大工业用电,2019-09-27,133870.7808,106777.848,27092.93280000001
大工业用电,2019-09-28,131411.4288,105558.435,25852.993799999997
大工业用电,2019-09-29,135163.11,104455.4436,30707.666399999987
大工业用电,2019-09-30,120460.5732,83297.7318,37162.841400000005
大工业用电,2019-10-01,96420.732,47731.8426,48688.8894
大工业用电,2019-10-02,71005.7052,50497.0182,20508.686999999998
大工业用电,2019-10-03,91645.9296,64281.4788,27364.450800000006
大工业用电,2019-10-04,108846.9732,82988.2578,25858.715399999986
大工业用电,2019-10-05,118992.7056,93618.0612,25374.644400000005
大工业用电,2019-10-06,122807.2368,95162.121,27645.1158
大工业用电,2019-10-07,128486.8716,101054.9196,27431.952000000005
大工业用电,2019-10-08,138250.1178,106552.716,31697.401800000007
大工业用电,2019-10-09,136201.0086,105880.1676,30320.841
大工业用电,2019-10-10,134245.0128,107345.3994,26899.613400000002
大工业用电,2019-10-11,132520.77,103255.6512,29265.118799999997
大工业用电,2019-10-12,134475.2892,107469.2358,27006.053400000004
大工业用电,2019-10-13,122049.2202,95787.1584,26262.061799999996
大工业用电,2019-10-14,134237.6268,106089.7224,28147.9044
大工业用电,2019-10-15,132833.1366,94790.4546,38042.682
大工业用电,2019-10-16,129091.2648,101965.2552,27126.009600000005
大工业用电,2019-10-17,136321.4088,87435.7014,48885.7074
大工业用电,2019-10-18,134100.0576,104807.4966,29292.561
大工业用电,2019-10-19,132082.0488,102414.6696,29667.379199999996
大工业用电,2019-10-20,118111.0224,89831.1234,28279.899000000005
大工业用电,2019-10-21,135802.9578,103141.0152,32661.94260000001
大工业用电,2019-10-22,132886.0698,106520.5242,26365.545599999998
大工业用电,2019-10-23,134851.3494,95284.6764,39566.67300000001
大工业用电,2019-10-24,133375.2132,104922.7008,28452.512399999992
大工业用电,2019-10-25,132864.4644,93499.7664,39364.698000000004
大工业用电,2019-10-26,121119.6036,79990.17,41129.433600000004
大工业用电,2019-10-27,114914.4252,92644.3614,22270.063800000004
大工业用电,2019-10-28,127283.8266,93151.8786,34131.948000000004
大工业用电,2019-10-29,127687.2127,101362.5234,26324.6893
大工业用电,2019-10-30,125054.0202,83157.2688,41896.751399999994
大工业用电,2019-10-31,125347.0248,97805.8848,27541.14
大工业用电,2019-11-01,120020.3379,95896.9482,24123.3897
大工业用电,2019-11-02,123209.826,96586.32,26623.505999999994
大工业用电,2019-11-03,111607.2492,89860.2786,21746.9706
大工业用电,2019-11-04,124334.6736,99197.2272,25137.4464
大工业用电,2019-11-05,126181.1232,99503.9316,26677.191600000006
大工业用电,2019-11-06,124283.5476,100525.9908,23757.556800000006
大工业用电,2019-11-07,125580.3156,102386.634,23193.681599999996
大工业用电,2019-11-08,125508.4794,100814.3934,24694.085999999996
大工业用电,2019-11-09,122831.6154,24121.998,98709.61739999999
大工业用电,2019-11-10,115379.0742,92988.4026,22390.6716
大工业用电,2019-11-11,117359.6472,95411.6898,21947.957400000014
大工业用电,2019-11-12,126895.9734,99716.0154,27179.958
大工业用电,2019-11-13,124393.872,104286.0312,20107.840800000005
大工业用电,2019-11-14,124016.4678,100199.0106,23817.457200000004
大工业用电,2019-11-15,121312.7382,99964.2954,21348.442800000004
大工业用电,2019-11-16,116373.9906,95562.9612,20811.0294
大工业用电,2019-11-17,107865.2388,86864.2464,21000.992400000003
大工业用电,2019-11-18,121443.282,96596.6424,24846.63960000001
大工业用电,2019-11-19,121494.4374,99037.1406,22457.296799999996
大工业用电,2019-11-20,123396.8736,96889.7316,26507.142000000007
大工业用电,2019-11-21,125191.1442,97762.4928,27428.651399999988
大工业用电,2019-11-22,124446.8868,99866.5974,24580.289399999994
大工业用电,2019-11-23,120007.6764,97636.9644,22370.712
大工业用电,2019-11-24,110712.2058,90904.2798,19807.925999999992
大工业用电,2019-11-25,122268.8046,97138.1658,25130.6388
大工业用电,2019-11-26,119968.8936,93741.8304,26227.06319999999
大工业用电,2019-11-27,125903.0898,99398.3298,26504.759999999995
大工业用电,2019-11-28,124145.1252,98699.958,25445.167199999996
大工业用电,2019-11-29,124322.4036,100380.5148,23941.8888
大工业用电,2019-11-30,119327.9472,93437.5176,25890.42959999999
大工业用电,2019-12-01,107498.709,86652.1734,20846.535600000003
大工业用电,2019-12-02,119825.8998,36398.4522,83427.4476
大工业用电,2019-12-03,122034.3528,98504.0928,23530.259999999995
大工业用电,2019-12-04,120844.0866,97055.1606,23788.925999999992
大工业用电,2019-12-05,121444.5858,99743.313,21701.272800000006
大工业用电,2019-12-06,122131.5804,46157.928,75973.6524
大工业用电,2019-12-07,120133.0884,95168.7738,24964.314599999998
大工业用电,2019-12-08,112274.1396,89040.8256,23233.314
大工业用电,2019-12-09,122197.1604,98535.36,23661.800399999993
大工业用电,2019-12-10,116067.4284,91527.1458,24540.282600000006
大工业用电,2019-12-11,118134.498,96227.202,21907.296000000002
大工业用电,2019-12-12,120764.4396,86015.7312,34748.7084
大工业用电,2019-12-13,120102.144,97973.1912,22128.9528
大工业用电,2019-12-14,117795.0696,94724.3262,23070.743400000007
大工业用电,2019-12-15,107559.0114,86778.8388,20780.172600000005
大工业用电,2019-12-16,116913.2604,87810.05699999999,29103.203400000013
大工业用电,2019-12-17,124552.0614,100319.8098,24232.251600000003
大工业用电,2019-12-18,125412.642,87402.3348,38010.30720000001
大工业用电,2019-12-19,120321.5034,99182.7126,21138.790800000002
大工业用电,2019-12-20,124049.4156,100625.3892,23424.026399999988
大工业用电,2019-12-21,118550.2398,97502.5974,21047.642399999997
大工业用电,2019-12-22,110639.2836,85498.8054,25140.478199999998
大工业用电,2019-12-23,121216.6968,94349.5266,26867.170200000008
大工业用电,2019-12-24,121129.8978,96431.4456,24698.4522
大工业用电,2019-12-25,120693.6132,98851.8432,21841.770000000004
大工业用电,2019-12-26,116953.0248,95559.237,21393.787800000006
大工业用电,2019-12-27,116780.0238,94881.7008,21898.32299999999
大工业用电,2019-12-28,113528.5638,93089.6616,20438.902199999997
大工业用电,2019-12-29,105079.3512,86902.299,18177.052200000006
大工业用电,2019-12-30,111888.1518,89882.62199999997,22005.529800000033
大工业用电,2019-12-31,103748.8848,75158.33099999999,28590.55380000001
大工业用电,2020-01-01,86410.4784,56778.9192,29631.55920000001
大工业用电,2020-01-02,109635.8022,64790.8734,44844.92880000001
大工业用电,2020-01-03,113761.7268,88375.9074,25385.819400000008
大工业用电,2020-01-04,110316.7122,82750.188,27566.5242
大工业用电,2020-01-05,103543.6194,83213.0802,20330.5392
大工业用电,2020-01-06,109921.4592,80866.24799999999,29055.211200000005
大工业用电,2020-01-07,109531.0482,77793.3912,31737.657000000007
大工业用电,2020-01-08,105050.0334,74976.8916,30073.141799999998
大工业用电,2020-01-09,104348.8584,76340.4306,28008.42779999999
大工业用电,2020-01-10,99783.0852,76142.2884,23640.796799999996
大工业用电,2020-01-11,94966.977,70088.6898,24878.287200000006
大工业用电,2020-01-12,83461.4976,62754.0822,20707.415400000005
大工业用电,2020-01-13,84637.8348,51269.6598,33368.174999999996
大工业用电,2020-01-14,75080.829,55639.3386,19441.490399999995
大工业用电,2020-01-15,66902.8524,49661.727,17241.125400000004
大工业用电,2020-01-16,58883.6124,45042.0834,13841.528999999995
大工业用电,2020-01-17,53413.3284,42290.1444,11123.184000000001
大工业用电,2020-01-18,47752.9332,33372.9996,14379.933599999997
大工业用电,2020-01-19,42063.768,32967.9024,9095.865599999997
大工业用电,2020-01-20,37901.175,29895.7338,8005.441200000001
大工业用电,2020-01-21,35649.9528,25923.012,9726.9408
大工业用电,2020-01-22,31070.3394,21643.581,9426.758400000002
大工业用电,2020-01-23,23421.7992,19151.3904,4270.408800000001
大工业用电,2020-01-24,22903.3572,18726.4326,4176.9245999999985
大工业用电,2020-01-25,22615.4514,18987.5424,3627.9090000000033
大工业用电,2020-01-26,22293.5514,10027.9578,12265.5936
大工业用电,2020-01-27,22782.876,16920.5088,5862.367200000001
大工业用电,2020-01-28,23103.8406,19619.3736,3484.4670000000006
大工业用电,2020-01-29,21996.435,17074.0038,4922.431200000003
大工业用电,2020-01-30,22996.65,16422.1074,6574.542600000001
大工业用电,2020-01-31,23358.9654,14509.3596,8849.605800000001
大工业用电,2020-02-01,22617.1344,19633.4718,2983.6625999999997
大工业用电,2020-02-02,23395.7742,19817.7666,3578.007600000001
大工业用电,2020-02-03,29507.6142,20023.4016,9484.212599999999
大工业用电,2020-02-04,29737.2198,25416.3516,4320.868199999997
大工业用电,2020-02-05,29775.2436,26593.2978,3181.9458000000013
大工业用电,2020-02-06,29731.0074,26582.196,3148.8113999999987
大工业用电,2020-02-07,29953.7892,26972.0694,2981.719799999999
大工业用电,2020-02-08,29898.4236,24123.1458,5775.2778
大工业用电,2020-02-09,30613.4076,27110.9202,3502.487399999998
大工业用电,2020-02-10,37162.4268,22549.9356,14612.4912
大工业用电,2020-02-11,37483.2894,29648.8698,7834.419600000001
大工业用电,2020-02-12,40961.5626,3675.5352,37286.0274
大工业用电,2020-02-13,41754.9252,30634.9332,11119.991999999998
大工业用电,2020-02-14,40905.6042,27561.1416,13344.462600000003
大工业用电,2020-02-15,40311.5556,27868.3452,12443.2104
大工业用电,2020-02-16,38134.779,27027.8706,11106.908400000004
大工业用电,2020-02-17,45202.7142,30931.4286,14271.285600000003
大工业用电,2020-02-18,46818.1524,32684.4516,14133.700799999999
大工业用电,2020-02-19,49358.8368,32881.2804,16477.556399999994
大工业用电,2020-02-20,42437.5368,27013.6044,15423.932400000002
大工业用电,2020-02-21,46016.6472,25042.1928,20974.4544
大工业用电,2020-02-22,47277.474,26964.3756,20313.098400000003
大工业用电,2020-02-23,50296.728,28655.2842,21641.443800000005
大工业用电,2020-02-24,60335.6316,32164.0122,28171.6194
大工业用电,2020-02-25,66768.2136,33827.9694,32940.2442
大工业用电,2020-02-26,69039.6222,39921.393,29118.2292
大工业用电,2020-02-27,74462.955,43758.8238,30704.131200000003
大工业用电,2020-02-28,75364.5498,46930.7076,28433.842199999992
大工业用电,2020-02-29,75890.4282,45386.2794,30504.148799999995
大工业用电,2020-03-01,72415.02,46580.868,25834.152000000002
大工业用电,2020-03-02,89982.8922,49859.544,40123.3482
大工业用电,2020-03-03,94500.1896,47432.1024,47068.087199999994
大工业用电,2020-03-04,95176.026,58366.749,36809.276999999995
大工业用电,2020-03-05,97755.5454,59346.654,38408.8914
大工业用电,2020-03-06,98183.6046,61425.0114,36758.5932
大工业用电,2020-03-07,94784.8626,63021.8418,31763.02079999999
大工业用电,2020-03-08,93334.56,62944.1634,30390.3966
大工业用电,2020-03-09,103511.4102,66772.0248,36739.3854
